timestamp,target,node_id,up,scrape_duration_s,scrape_samples_scraped,dcgm_gpu_metric_count,dcgm_metric_families_count
t0057,dcgm-gpu-node-11:9400,gpu-node-11,1,0.39,815,91,74
t0058,dcgm-gpu-node-00:9400,gpu-node-00,1,0.396,807,94,73
t0058,dcgm-gpu-node-01:9400,gpu-node-01,1,0.368,814,96,77
t0058,dcgm-gpu-node-02:9400,gpu-node-02,1,0.397,822,96,73
t0058,dcgm-gpu-node-03:9400,gpu-node-03,1,0.455,835,96,74
t0058,dcgm-gpu-node-04:9400,gpu-node-04,1,0.438,790,100,74
t0058,dcgm-gpu-node-05:9400,gpu-node-05,1,0.422,842,100,74
t0058,dcgm-gpu-node-06:9400,gpu-node-06,1,0.439,796,105,76
t0058,dcgm-gpu-node-07:9400,gpu-node-07,1,0.339,792,96,74
t0058,dcgm-gpu-node-08:9400,gpu-node-08,1,0.348,798,94,75
t0058,dcgm-gpu-node-09:9400,gpu-node-09,1,0.445,827,96,72
t0058,dcgm-gpu-node-10:9400,gpu-node-10,1,0.49,806,97,74
t0058,dcgm-gpu-node-11:9400,gpu-node-11,1,0.348,814,92,75
t0059,dcgm-gpu-node-00:9400,gpu-node-00,1,0.406,823,91,74
t0059,dcgm-gpu-node-01:9400,gpu-node-01,1,0.433,822,100,73
t0059,dcgm-gpu-node-02:9400,gpu-node-02,1,0.408,820,96,78
t0059,dcgm-gpu-node-03:9400,gpu-node-03,1,0.442,805,94,74
t0059,dcgm-gpu-node-04:9400,gpu-node-04,1,0.469,802,94,77
t0059,dcgm-gpu-node-05:9400,gpu-node-05,1,0.397,814,99,74
t0059,dcgm-gpu-node-06:9400,gpu-node-06,1,0.488,822,99,72
t0059,dcgm-gpu-node-07:9400,gpu-node-07,1,0.458,815,97,77
t0059,dcgm-gpu-node-08:9400,gpu-node-08,1,0.46,820,98,71
t0059,dcgm-gpu-node-09:9400,gpu-node-09,1,0.401,832,98,74
t0059,dcgm-gpu-node-10:9400,gpu-node-10,1,0.409,839,100,76
t0059,dcgm-gpu-node-11:9400,gpu-node-11,1,0.425,820,97,72
t0060,dcgm-gpu-node-00:9400,gpu-node-00,1,0.404,821,95,75
t0060,dcgm-gpu-node-01:9400,gpu-node-01,1,0.387,823,96,73
t0060,dcgm-gpu-node-02:9400,gpu-node-02,1,0.413,804,98,76
t0060,dcgm-gpu-node-03:9400,gpu-node-03,1,0.328,843,98,73
t0060,dcgm-gpu-node-04:9400,gpu-node-04,1,0.371,813,101,73
t0060,dcgm-gpu-node-05:9400,gpu-node-05,1,0.351,834,96,77
t0060,dcgm-gpu-node-06:9400,gpu-node-06,1,0.41,807,96,74
t0060,dcgm-gpu-node-07:9400,gpu-node-07,1,0.498,820,94,74
t0060,dcgm-gpu-node-08:9400,gpu-node-08,1,0.427,831,93,75
t0060,dcgm-gpu-node-09:9400,gpu-node-09,1,0.427,800,94,73
t0060,dcgm-gpu-node-10:9400,gpu-node-10,1,0.442,828,97,74
t0060,dcgm-gpu-node-11:9400,gpu-node-11,1,0.354,797,92,71
t0061,dcgm-gpu-node-00:9400,gpu-node-00,1,0.431,820,97,72
t0061,dcgm-gpu-node-01:9400,gpu-node-01,1,0.433,807,97,73
t0061,dcgm-gpu-node-02:9400,gpu-node-02,1,0.428,807,94,74
t0061,dcgm-gpu-node-03:9400,gpu-node-03,1,0.439,820,97,74
t0061,dcgm-gpu-node-04:9400,gpu-node-04,1,0.401,816,96,74
t0061,dcgm-gpu-node-05:9400,gpu-node-05,1,0.395,830,99,74
t0061,dcgm-gpu-node-06:9400,gpu-node-06,1,0.458,816,96,75
t0061,dcgm-gpu-node-07:9400,gpu-node-07,1,0.451,824,95,74
t0061,dcgm-gpu-node-08:9400,gpu-node-08,1,0.435,823,96,71
t0061,dcgm-gpu-node-09:9400,gpu-node-09,1,0.348,843,98,73
t0061,dcgm-gpu-node-10:9400,gpu-node-10,1,0.415,816,100,76
t0061,dcgm-gpu-node-11:9400,gpu-node-11,1,0.358,820,96,75
t0062,dcgm-gpu-node-00:9400,gpu-node-00,1,0.434,801,96,71
t0062,dcgm-gpu-node-01:9400,gpu-node-01,1,0.452,826,96,74
t0062,dcgm-gpu-node-02:9400,gpu-node-02,1,0.463,809,98,74
t0062,dcgm-gpu-node-03:9400,gpu-node-03,1,0.39,823,97,74
t0062,dcgm-gpu-node-04:9400,gpu-node-04,1,0.384,829,93,74
t0062,dcgm-gpu-node-05:9400,gpu-node-05,1,0.435,822,96,74
t0062,dcgm-gpu-node-06:9400,gpu-node-06,1,0.459,816,96,73
t0062,dcgm-gpu-node-07:9400,gpu-node-07,1,0.427,807,96,70
t0062,dcgm-gpu-node-08:9400,gpu-node-08,1,0.492,815,99,76
t0062,dcgm-gpu-node-09:9400,gpu-node-09,1,0.428,807,96,72
t0062,dcgm-gpu-node-10:9400,gpu-node-10,1,0.431,830,95,75
t0062,dcgm-gpu-node-11:9400,gpu-node-11,1,0.376,811,96,74
t0063,dcgm-gpu-node-00:9400,gpu-node-00,1,0.421,798,94,74
t0063,dcgm-gpu-node-01:9400,gpu-node-01,1,0.419,836,94,73
t0063,dcgm-gpu-node-02:9400,gpu-node-02,1,0.427,818,98,74
t0063,dcgm-gpu-node-03:9400,gpu-node-03,1,0.433,832,91,75
t0063,dcgm-gpu-node-04:9400,gpu-node-04,1,0.331,823,100,75
t0063,dcgm-gpu-node-05:9400,gpu-node-05,1,0.306,846,96,74
t0063,dcgm-gpu-node-06:9400,gpu-node-06,1,0.373,832,96,72
t0063,dcgm-gpu-node-07:9400,gpu-node-07,1,0.44,824,98,75
t0063,dcgm-gpu-node-08:9400,gpu-node-08,1,0.404,826,96,73
t0063,dcgm-gpu-node-09:9400,gpu-node-09,1,0.433,844,95,73
t0063,dcgm-gpu-node-10:9400,gpu-node-10,1,0.443,836,92,73
t0063,dcgm-gpu-node-11:9400,gpu-node-11,1,0.417,833,95,74
t0064,dcgm-gpu-node-00:9400,gpu-node-00,1,0.459,807,99,75
t0064,dcgm-gpu-node-01:9400,gpu-node-01,1,0.498,815,98,74
t0064,dcgm-gpu-node-02:9400,gpu-node-02,1,0.394,820,90,71
t0064,dcgm-gpu-node-03:9400,gpu-node-03,1,0.462,837,100,75
t0064,dcgm-gpu-node-04:9400,gpu-node-04,1,0.371,820,98,73
t0064,dcgm-gpu-node-05:9400,gpu-node-05,1,0.44,825,95,75
t0064,dcgm-gpu-node-06:9400,gpu-node-06,1,0.404,811,95,77
t0064,dcgm-gpu-node-07:9400,gpu-node-07,1,0.445,817,97,76
t0064,dcgm-gpu-node-08:9400,gpu-node-08,1,0.335,845,96,73
t0064,dcgm-gpu-node-09:9400,gpu-node-09,1,0.404,801,95,75
t0064,dcgm-gpu-node-10:9400,gpu-node-10,1,0.515,813,92,73
t0064,dcgm-gpu-node-11:9400,gpu-node-11,1,0.452,835,98,74
t0065,dcgm-gpu-node-00:9400,gpu-node-00,1,0.427,802,98,74
t0065,dcgm-gpu-node-01:9400,gpu-node-01,1,0.368,797,93,73
t0065,dcgm-gpu-node-02:9400,gpu-node-02,1,0.452,859,95,74
t0065,dcgm-gpu-node-03:9400,gpu-node-03,1,0.419,813,97,73
t0065,dcgm-gpu-node-04:9400,gpu-node-04,1,0.367,816,92,73
t0065,dcgm-gpu-node-05:9400,gpu-node-05,1,0.449,819,99,74
t0065,dcgm-gpu-node-06:9400,gpu-node-06,1,0.432,823,93,74
t0065,dcgm-gpu-node-07:9400,gpu-node-07,1,0.477,829,97,73
t0065,dcgm-gpu-node-08:9400,gpu-node-08,1,0.434,812,98,74
t0065,dcgm-gpu-node-09:9400,gpu-node-09,1,0.494,825,97,74
t0065,dcgm-gpu-node-10:9400,gpu-node-10,1,0.371,822,96,74
t0065,dcgm-gpu-node-11:9400,gpu-node-11,1,0.429,835,91,74
t0066,dcgm-gpu-node-00:9400,gpu-node-00,1,0.482,813,91,74
t0066,dcgm-gpu-node-01:9400,gpu-node-01,1,0.382,829,96,76
t0066,dcgm-gpu-node-02:9400,gpu-node-02,1,0.404,826,91,74
t0066,dcgm-gpu-node-03:9400,gpu-node-03,1,0.385,819,96,74
t0066,dcgm-gpu-node-04:9400,gpu-node-04,1,0.419,839,99,74
t0066,dcgm-gpu-node-05:9400,gpu-node-05,1,0.454,821,99,71
t0066,dcgm-gpu-node-06:9400,gpu-node-06,1,0.379,812,97,75
t0066,dcgm-gpu-node-07:9400,gpu-node-07,1,0.464,813,96,74
t0066,dcgm-gpu-node-08:9400,gpu-node-08,1,0.428,807,94,74
t0066,dcgm-gpu-node-09:9400,gpu-node-09,1,0.426,816,99,77
t0066,dcgm-gpu-node-10:9400,gpu-node-10,1,0.356,812,96,74
t0066,dcgm-gpu-node-11:9400,gpu-node-11,1,0.397,813,97,74
t0067,dcgm-gpu-node-00:9400,gpu-node-00,1,0.469,846,95,75
t0067,dcgm-gpu-node-01:9400,gpu-node-01,1,0.447,821,96,71
t0067,dcgm-gpu-node-02:9400,gpu-node-02,1,0.499,810,95,74
t0067,dcgm-gpu-node-03:9400,gpu-node-03,1,0.421,809,96,74
t0067,dcgm-gpu-node-04:9400,gpu-node-04,1,0.43,823,92,72
t0067,dcgm-gpu-node-05:9400,gpu-node-05,1,0.393,810,94,77
t0067,dcgm-gpu-node-06:9400,gpu-node-06,1,0.452,832,96,74
t0067,dcgm-gpu-node-07:9400,gpu-node-07,1,0.402,842,95,75
t0067,dcgm-gpu-node-08:9400,gpu-node-08,1,0.368,820,97,74
t0067,dcgm-gpu-node-09:9400,gpu-node-09,1,0.381,809,94,73
t0067,dcgm-gpu-node-10:9400,gpu-node-10,1,0.394,816,94,74
t0067,dcgm-gpu-node-11:9400,gpu-node-11,1,0.434,820,98,74
t0068,dcgm-gpu-node-00:9400,gpu-node-00,1,0.415,825,103,71
t0068,dcgm-gpu-node-01:9400,gpu-node-01,1,0.44,851,97,75
t0068,dcgm-gpu-node-02:9400,gpu-node-02,1,0.46,820,96,74
t0068,dcgm-gpu-node-03:9400,gpu-node-03,1,0.475,823,96,79
t0068,dcgm-gpu-node-04:9400,gpu-node-04,1,0.411,808,97,74
t0068,dcgm-gpu-node-05:9400,gpu-node-05,1,0.475,820,96,73
t0068,dcgm-gpu-node-06:9400,gpu-node-06,1,0.493,817,97,74
t0068,dcgm-gpu-node-07:9400,gpu-node-07,1,0.443,810,98,74
t0068,dcgm-gpu-node-08:9400,gpu-node-08,1,0.41,830,95,74
t0068,dcgm-gpu-node-09:9400,gpu-node-09,1,0.403,831,97,74
t0068,dcgm-gpu-node-10:9400,gpu-node-10,1,0.393,804,95,74
t0068,dcgm-gpu-node-11:9400,gpu-node-11,1,0.433,822,96,73
t0069,dcgm-gpu-node-00:9400,gpu-node-00,1,0.42,828,98,74
t0069,dcgm-gpu-node-01:9400,gpu-node-01,1,0.431,843,92,74
t0069,dcgm-gpu-node-02:9400,gpu-node-02,1,0.36,828,96,73
t0069,dcgm-gpu-node-03:9400,gpu-node-03,1,0.432,815,93,70
t0069,dcgm-gpu-node-04:9400,gpu-node-04,1,0.426,834,93,74
t0069,dcgm-gpu-node-05:9400,gpu-node-05,1,0.418,805,96,75
t0069,dcgm-gpu-node-06:9400,gpu-node-06,1,0.456,831,93,74
t0069,dcgm-gpu-node-07:9400,gpu-node-07,1,0.415,801,97,74
t0069,dcgm-gpu-node-08:9400,gpu-node-08,1,0.364,809,89,74
t0069,dcgm-gpu-node-09:9400,gpu-node-09,1,0.329,820,97,75
t0069,dcgm-gpu-node-10:9400,gpu-node-10,1,0.386,841,88,73
t0069,dcgm-gpu-node-11:9400,gpu-node-11,1,0.48,830,100,74
t0070,dcgm-gpu-node-00:9400,gpu-node-00,1,0.513,817,102,72
t0070,dcgm-gpu-node-01:9400,gpu-node-01,1,0.377,816,97,69
t0070,dcgm-gpu-node-02:9400,gpu-node-02,1,0.371,805,96,75
t0070,dcgm-gpu-node-03:9400,gpu-node-03,1,0.381,818,90,74
t0070,dcgm-gpu-node-04:9400,gpu-node-04,1,0.453,839,91,71
t0070,dcgm-gpu-node-05:9400,gpu-node-05,1,0.467,818,96,74
t0070,dcgm-gpu-node-06:9400,gpu-node-06,1,0.413,808,98,72
t0070,dcgm-gpu-node-07:9400,gpu-node-07,1,0.474,825,96,72
t0070,dcgm-gpu-node-08:9400,gpu-node-08,1,0.409,805,91,77
t0070,dcgm-gpu-node-09:9400,gpu-node-09,1,0.397,820,97,74
t0070,dcgm-gpu-node-10:9400,gpu-node-10,1,0.439,832,96,71
t0070,dcgm-gpu-node-11:9400,gpu-node-11,1,0.454,803,94,75
t0071,dcgm-gpu-node-00:9400,gpu-node-00,1,0.406,817,99,75
t0071,dcgm-gpu-node-01:9400,gpu-node-01,1,0.417,816,93,74
t0071,dcgm-gpu-node-02:9400,gpu-node-02,1,0.445,827,96,71
t0071,dcgm-gpu-node-03:9400,gpu-node-03,1,0.446,817,94,74
t0071,dcgm-gpu-node-04:9400,gpu-node-04,1,0.452,836,99,73
t0071,dcgm-gpu-node-05:9400,gpu-node-05,1,0.387,843,96,72
t0071,dcgm-gpu-node-06:9400,gpu-node-06,1,0.494,820,98,74
t0071,dcgm-gpu-node-07:9400,gpu-node-07,1,0.453,837,91,73
t0071,dcgm-gpu-node-08:9400,gpu-node-08,1,0.435,832,93,78
t0071,dcgm-gpu-node-09:9400,gpu-node-09,1,0.418,807,93,75
t0071,dcgm-gpu-node-10:9400,gpu-node-10,1,0.426,807,91,72
t0071,dcgm-gpu-node-11:9400,gpu-node-11,1,0.415,791,99,73
t0072,dcgm-gpu-node-00:9400,gpu-node-00,1,0.534,815,96,74
t0072,dcgm-gpu-node-01:9400,gpu-node-01,1,0.386,814,91,70
t0072,dcgm-gpu-node-02:9400,gpu-node-02,1,0.42,804,96,74
t0072,dcgm-gpu-node-03:9400,gpu-node-03,1,0.458,826,97,75
t0072,dcgm-gpu-node-04:9400,gpu-node-04,1,0.453,820,97,74
t0072,dcgm-gpu-node-05:9400,gpu-node-05,1,0.37,800,98,72
t0072,dcgm-gpu-node-06:9400,gpu-node-06,1,0.452,811,101,74
t0072,dcgm-gpu-node-07:9400,gpu-node-07,1,0.491,817,96,76
t0072,dcgm-gpu-node-08:9400,gpu-node-08,1,0.383,812,93,75
t0072,dcgm-gpu-node-09:9400,gpu-node-09,1,0.376,815,96,72
t0072,dcgm-gpu-node-10:9400,gpu-node-10,1,0.411,833,99,75
t0072,dcgm-gpu-node-11:9400,gpu-node-11,1,0.46,818,99,75
t0073,dcgm-gpu-node-00:9400,gpu-node-00,1,0.411,819,98,74
t0073,dcgm-gpu-node-01:9400,gpu-node-01,1,0.41,809,89,72
t0073,dcgm-gpu-node-02:9400,gpu-node-02,1,0.457,822,93,75
t0073,dcgm-gpu-node-03:9400,gpu-node-03,1,0.41,813,96,74
t0073,dcgm-gpu-node-04:9400,gpu-node-04,1,0.453,801,96,72
t0073,dcgm-gpu-node-05:9400,gpu-node-05,1,0.436,815,99,74
t0073,dcgm-gpu-node-06:9400,gpu-node-06,1,0.472,817,96,76
t0073,dcgm-gpu-node-07:9400,gpu-node-07,1,0.366,814,96,72
t0073,dcgm-gpu-node-08:9400,gpu-node-08,1,0.397,836,94,74
t0073,dcgm-gpu-node-09:9400,gpu-node-09,1,0.45,817,95,76
t0073,dcgm-gpu-node-10:9400,gpu-node-10,1,0.421,812,101,72
t0073,dcgm-gpu-node-11:9400,gpu-node-11,1,0.417,811,95,72
t0074,dcgm-gpu-node-00:9400,gpu-node-00,1,0.465,827,96,71
t0074,dcgm-gpu-node-01:9400,gpu-node-01,1,0.368,808,95,77
t0074,dcgm-gpu-node-02:9400,gpu-node-02,1,0.397,830,97,79
t0074,dcgm-gpu-node-03:9400,gpu-node-03,1,0.412,846,91,70
t0074,dcgm-gpu-node-04:9400,gpu-node-04,1,0.329,822,94,74
t0074,dcgm-gpu-node-05:9400,gpu-node-05,1,0.386,806,97,77
t0074,dcgm-gpu-node-06:9400,gpu-node-06,1,0.482,778,95,76
t0074,dcgm-gpu-node-07:9400,gpu-node-07,1,0.399,822,95,73
t0074,dcgm-gpu-node-08:9400,gpu-node-08,1,0.411,806,97,75
t0074,dcgm-gpu-node-09:9400,gpu-node-09,1,0.422,824,93,79
t0074,dcgm-gpu-node-10:9400,gpu-node-10,1,0.368,832,95,73
t0074,dcgm-gpu-node-11:9400,gpu-node-11,1,0.415,808,97,74
t0075,dcgm-gpu-node-00:9400,gpu-node-00,1,0.443,832,95,79
t0075,dcgm-gpu-node-01:9400,gpu-node-01,1,0.4,818,97,76
t0075,dcgm-gpu-node-02:9400,gpu-node-02,1,0.443,812,91,74
t0075,dcgm-gpu-node-03:9400,gpu-node-03,1,0.393,827,96,73
t0075,dcgm-gpu-node-04:9400,gpu-node-04,1,0.465,827,93,71
t0075,dcgm-gpu-node-05:9400,gpu-node-05,1,0.447,836,96,75
t0075,dcgm-gpu-node-06:9400,gpu-node-06,1,0.501,805,93,74
t0075,dcgm-gpu-node-07:9400,gpu-node-07,1,0.499,816,92,74
t0075,dcgm-gpu-node-08:9400,gpu-node-08,1,0.435,828,101,74
t0075,dcgm-gpu-node-09:9400,gpu-node-09,1,0.514,849,91,76
t0075,dcgm-gpu-node-10:9400,gpu-node-10,1,0.452,820,97,71
t0075,dcgm-gpu-node-11:9400,gpu-node-11,1,0.385,830,95,74
t0076,dcgm-gpu-node-00:9400,gpu-node-00,1,0.451,803,94,74
t0076,dcgm-gpu-node-01:9400,gpu-node-01,1,0.392,816,95,73
t0076,dcgm-gpu-node-02:9400,gpu-node-02,1,0.43,833,90,74
t0076,dcgm-gpu-node-03:9400,gpu-node-03,1,0.353,792,94,74
t0076,dcgm-gpu-node-04:9400,gpu-node-04,1,0.381,805,101,73
t0076,dcgm-gpu-node-05:9400,gpu-node-05,1,0.453,820,100,74
t0076,dcgm-gpu-node-06:9400,gpu-node-06,1,0.413,822,96,74
t0076,dcgm-gpu-node-07:9400,gpu-node-07,1,0.3,833,100,74
t0076,dcgm-gpu-node-08:9400,gpu-node-08,1,0.412,828,96,77
t0076,dcgm-gpu-node-09:9400,gpu-node-09,1,0.49,836,96,75
t0076,dcgm-gpu-node-10:9400,gpu-node-10,1,0.424,815,96,74
t0076,dcgm-gpu-node-11:9400,gpu-node-11,1,0.435,804,96,74
t0077,dcgm-gpu-node-00:9400,gpu-node-00,1,0.423,825,95,74
t0077,dcgm-gpu-node-01:9400,gpu-node-01,1,0.393,819,95,74
t0077,dcgm-gpu-node-02:9400,gpu-node-02,1,0.456,801,99,74
t0077,dcgm-gpu-node-03:9400,gpu-node-03,1,0.445,820,96,78
t0077,dcgm-gpu-node-04:9400,gpu-node-04,1,0.407,829,101,73
t0077,dcgm-gpu-node-05:9400,gpu-node-05,1,0.385,834,95,77
t0077,dcgm-gpu-node-06:9400,gpu-node-06,1,0.427,793,96,75
t0077,dcgm-gpu-node-07:9400,gpu-node-07,1,0.405,832,96,73
t0077,dcgm-gpu-node-08:9400,gpu-node-08,1,0.416,833,96,77
t0077,dcgm-gpu-node-09:9400,gpu-node-09,1,0.468,840,100,74
t0077,dcgm-gpu-node-10:9400,gpu-node-10,1,0.451,820,94,71
t0077,dcgm-gpu-node-11:9400,gpu-node-11,1,0.45,817,96,75
t0078,dcgm-gpu-node-00:9400,gpu-node-00,1,0.382,829,105,74
t0078,dcgm-gpu-node-01:9400,gpu-node-01,1,0.467,825,90,71
t0078,dcgm-gpu-node-02:9400,gpu-node-02,1,0.518,814,100,74
t0078,dcgm-gpu-node-03:9400,gpu-node-03,1,0.462,837,101,74
t0078,dcgm-gpu-node-04:9400,gpu-node-04,1,0.414,847,90,75
t0078,dcgm-gpu-node-05:9400,gpu-node-05,1,0.412,820,93,75
t0078,dcgm-gpu-node-06:9400,gpu-node-06,1,0.347,809,95,71
t0078,dcgm-gpu-node-07:9400,gpu-node-07,1,0.476,816,93,75
t0078,dcgm-gpu-node-08:9400,gpu-node-08,1,0.399,827,96,75
t0078,dcgm-gpu-node-09:9400,gpu-node-09,1,0.407,845,94,74
t0078,dcgm-gpu-node-10:9400,gpu-node-10,1,0.407,818,95,74
t0078,dcgm-gpu-node-11:9400,gpu-node-11,1,0.379,824,92,74
t0079,dcgm-gpu-node-00:9400,gpu-node-00,1,0.37,807,100,73
t0079,dcgm-gpu-node-01:9400,gpu-node-01,1,0.411,837,97,73
t0079,dcgm-gpu-node-02:9400,gpu-node-02,1,0.402,815,96,74
t0079,dcgm-gpu-node-03:9400,gpu-node-03,1,0.436,803,96,78
t0079,dcgm-gpu-node-04:9400,gpu-node-04,1,0.401,814,96,73
t0079,dcgm-gpu-node-05:9400,gpu-node-05,1,0.386,834,96,74
t0079,dcgm-gpu-node-06:9400,gpu-node-06,1,0.415,820,98,76
t0079,dcgm-gpu-node-07:9400,gpu-node-07,1,0.413,811,98,75
t0079,dcgm-gpu-node-08:9400,gpu-node-08,1,0.392,810,94,73
t0079,dcgm-gpu-node-09:9400,gpu-node-09,1,0.461,820,94,74
t0079,dcgm-gpu-node-10:9400,gpu-node-10,1,0.47,810,95,73
t0079,dcgm-gpu-node-11:9400,gpu-node-11,1,0.348,810,94,74
t0080,dcgm-gpu-node-00:9400,gpu-node-00,1,0.436,828,99,73
t0080,dcgm-gpu-node-01:9400,gpu-node-01,1,0.479,825,96,77
t0080,dcgm-gpu-node-02:9400,gpu-node-02,1,0.373,820,95,72
t0080,dcgm-gpu-node-03:9400,gpu-node-03,1,0.418,806,93,74
t0080,dcgm-gpu-node-04:9400,gpu-node-04,1,0.404,824,95,74
t0080,dcgm-gpu-node-05:9400,gpu-node-05,1,0.413,828,98,74
t0080,dcgm-gpu-node-06:9400,gpu-node-06,1,0.381,821,96,75
t0080,dcgm-gpu-node-07:9400,gpu-node-07,1,0.479,800,96,77
t0080,dcgm-gpu-node-08:9400,gpu-node-08,1,0.397,829,99,73
t0080,dcgm-gpu-node-09:9400,gpu-node-09,1,0.439,797,99,74
t0080,dcgm-gpu-node-10:9400,gpu-node-10,1,0.464,817,93,73
t0080,dcgm-gpu-node-11:9400,gpu-node-11,1,0.413,815,91,72
t0081,dcgm-gpu-node-00:9400,gpu-node-00,1,0.465,817,92,73
t0081,dcgm-gpu-node-01:9400,gpu-node-01,1,0.452,832,97,75
t0081,dcgm-gpu-node-02:9400,gpu-node-02,1,0.394,814,95,74
t0081,dcgm-gpu-node-03:9400,gpu-node-03,1,0.431,809,94,72
t0081,dcgm-gpu-node-04:9400,gpu-node-04,1,0.43,838,94,75
t0081,dcgm-gpu-node-05:9400,gpu-node-05,1,0.405,829,94,74
t0081,dcgm-gpu-node-06:9400,gpu-node-06,1,0.443,817,99,72
t0081,dcgm-gpu-node-07:9400,gpu-node-07,1,0.411,832,96,74
t0081,dcgm-gpu-node-08:9400,gpu-node-08,1,0.385,844,96,73
t0081,dcgm-gpu-node-09:9400,gpu-node-09,1,0.411,824,91,74
t0081,dcgm-gpu-node-10:9400,gpu-node-10,1,0.511,808,98,73
t0081,dcgm-gpu-node-11:9400,gpu-node-11,1,0.351,841,98,68
t0082,dcgm-gpu-node-00:9400,gpu-node-00,1,0.351,831,95,72
t0082,dcgm-gpu-node-01:9400,gpu-node-01,1,0.418,828,93,75
t0082,dcgm-gpu-node-02:9400,gpu-node-02,1,0.429,819,98,70
t0082,dcgm-gpu-node-03:9400,gpu-node-03,1,0.397,807,97,77
t0082,dcgm-gpu-node-04:9400,gpu-node-04,1,0.48,818,96,74
t0082,dcgm-gpu-node-05:9400,gpu-node-05,1,0.481,815,97,76
t0082,dcgm-gpu-node-06:9400,gpu-node-06,1,0.405,807,96,74
t0082,dcgm-gpu-node-07:9400,gpu-node-07,1,0.467,825,93,75
t0082,dcgm-gpu-node-08:9400,gpu-node-08,1,0.499,821,101,74
t0082,dcgm-gpu-node-09:9400,gpu-node-09,1,0.4,813,96,78
t0082,dcgm-gpu-node-10:9400,gpu-node-10,1,0.375,818,94,75
t0082,dcgm-gpu-node-11:9400,gpu-node-11,1,0.404,808,96,74
t0083,dcgm-gpu-node-00:9400,gpu-node-00,1,0.446,819,95,74
t0083,dcgm-gpu-node-01:9400,gpu-node-01,1,0.414,837,96,74
t0083,dcgm-gpu-node-02:9400,gpu-node-02,1,0.402,816,99,74
t0083,dcgm-gpu-node-03:9400,gpu-node-03,1,0.384,828,97,74
t0083,dcgm-gpu-node-04:9400,gpu-node-04,1,0.346,828,95,73
t0083,dcgm-gpu-node-05:9400,gpu-node-05,1,0.466,818,101,74
t0083,dcgm-gpu-node-06:9400,gpu-node-06,1,0.392,849,96,74
t0083,dcgm-gpu-node-07:9400,gpu-node-07,1,0.396,828,101,78
t0083,dcgm-gpu-node-08:9400,gpu-node-08,1,0.428,809,96,74
t0083,dcgm-gpu-node-09:9400,gpu-node-09,1,0.408,801,91,73
t0083,dcgm-gpu-node-10:9400,gpu-node-10,1,0.465,808,92,74
t0083,dcgm-gpu-node-11:9400,gpu-node-11,1,0.384,816,99,76
t0084,dcgm-gpu-node-00:9400,gpu-node-00,1,0.384,808,102,73
t0084,dcgm-gpu-node-01:9400,gpu-node-01,1,0.344,818,95,74
t0084,dcgm-gpu-node-02:9400,gpu-node-02,1,0.372,822,95,76
t0084,dcgm-gpu-node-03:9400,gpu-node-03,1,0.458,818,101,74
t0084,dcgm-gpu-node-04:9400,gpu-node-04,1,0.429,820,96,73
t0084,dcgm-gpu-node-05:9400,gpu-node-05,1,0.432,834,99,72
t0084,dcgm-gpu-node-06:9400,gpu-node-06,1,0.379,829,100,76
t0084,dcgm-gpu-node-07:9400,gpu-node-07,1,0.41,828,96,74
t0084,dcgm-gpu-node-08:9400,gpu-node-08,1,0.454,820,96,72
t0084,dcgm-gpu-node-09:9400,gpu-node-09,1,0.434,823,96,71
t0084,dcgm-gpu-node-10:9400,gpu-node-10,1,0.355,835,93,74
t0084,dcgm-gpu-node-11:9400,gpu-node-11,1,0.47,831,95,70
t0085,dcgm-gpu-node-00:9400,gpu-node-00,1,0.394,823,95,75
t0085,dcgm-gpu-node-01:9400,gpu-node-01,1,0.393,834,96,75
t0085,dcgm-gpu-node-02:9400,gpu-node-02,1,0.407,829,98,72
t0085,dcgm-gpu-node-03:9400,gpu-node-03,1,0.448,821,96,72
t0085,dcgm-gpu-node-04:9400,gpu-node-04,1,0.418,817,97,72
t0085,dcgm-gpu-node-05:9400,gpu-node-05,1,0.445,834,93,75
t0085,dcgm-gpu-node-06:9400,gpu-node-06,1,0.357,819,94,73
t0085,dcgm-gpu-node-07:9400,gpu-node-07,1,0.371,817,96,75
t0085,dcgm-gpu-node-08:9400,gpu-node-08,1,0.448,818,98,73
t0085,dcgm-gpu-node-09:9400,gpu-node-09,1,0.42,825,96,75
t0085,dcgm-gpu-node-10:9400,gpu-node-10,1,0.346,829,98,71
t0085,dcgm-gpu-node-11:9400,gpu-node-11,1,0.461,826,97,73
t0086,dcgm-gpu-node-00:9400,gpu-node-00,1,0.407,820,100,76
t0086,dcgm-gpu-node-01:9400,gpu-node-01,1,0.383,828,97,73
t0086,dcgm-gpu-node-02:9400,gpu-node-02,1,0.399,822,97,75
t0086,dcgm-gpu-node-03:9400,gpu-node-03,1,0.477,827,96,73
t0086,dcgm-gpu-node-04:9400,gpu-node-04,1,0.394,823,88,70
t0086,dcgm-gpu-node-05:9400,gpu-node-05,1,0.466,818,96,77
t0086,dcgm-gpu-node-06:9400,gpu-node-06,1,0.392,833,96,72
t0086,dcgm-gpu-node-07:9400,gpu-node-07,1,0.425,799,97,76
t0086,dcgm-gpu-node-08:9400,gpu-node-08,1,0.43,807,97,75
t0086,dcgm-gpu-node-09:9400,gpu-node-09,1,0.396,820,95,75
t0086,dcgm-gpu-node-10:9400,gpu-node-10,1,0.444,819,106,77
